num,clean_id,loja_nome,destino_atual,score_atual,wl,vivino_id_atual,vivino_nome_atual,llm
26,784340,19 crimes red blend 12 bottles,A,0.730,3,406577,19 crimes — red blend,W|19 Crimes|Red Blend|AU|r
27,703575,1937 ferdinand pieroth riesling feine auslese fruchtig,A,0.462,5,1184963,pieroth — cuvee ferdinand,W|Ferdinand Pieroth|Riesling Feine Auslese Fruchtig|DE|d
28,2755236,1953 valpolicella bolla,C2,0.450,2,0,,W|Bolla|Valpolicella|IT|r
29,1364244,1957 salice gran riserva leone de castris 0,B,0.424,4,0,,W|Leone de Castris|Salice Gran Riserva|IT|r
30,3885119,1958 2021,D,0,0,0,,X
31,703469,1958 weinkellerei jakob undernach riesling qba trocken,B,0.435,5,0,,W|Weinkellerei Jakob Underach|Riesling QBA Trocken|DE|w
32,2748675,1959 vino negri castel chiuro,A,0.383,1,342287,nino negri — castel chiuro valtellina,W|Castel Chiuro|Vino Negri|IT|r
33,1328166,1961 chianti melini 0,C2,0.450,2,0,,W|Melini|Chianti|IT|r
34,2729761,1961 gattinara borgomanero,A,0.358,1,239218,cantina sociale di gattinara — gattinara,W|Borgomanero|Gattinara|IT|r
35,952761,1965 viuva gomes colares tinto rotulo branco,A,0.623,4,1671812,viuva gomes — viticultores branco,W|Viuva Gomes|Colares Tinto Rotulo Branco|PT|r
36,1321865,1966 barolo riserva cantine piero lanzavecchia,A,0.429,2,444297,piero lanzavecchia — barolo riserva,W|Cantine Piero Lanzavecchia|Barolo Riserva|IT|r
37,1320851,1968 chianti riserva fattoria di tizzano,A,0.380,3,1174587,fattoria di lucignano — chianti riserva,W|Fattoria di Tizzano|Chianti Riserva|IT|r
38,1833099,1969 mayacamas california mountain cabernet sauvignon jg92,A,0.623,6,1592460,california winery — cabernet sauvignon,W|Mayacamas|California Mountain Cabernet Sauvignon|US|r
39,2747795,1973 barolo fratelli serio battista borgogno,A,0.533,2,61263,fratelli serio battista borgogno — barolo,W|Fratelli Serio Battista Borgogno|Barolo|IT|r
40,906991,1973 madeira doliveiras boal,A,0.855,6,263003,doliveiras — boal madeira,W|Doliveiras|Boal|PT|f
41,1321929,1973 vernaccia vini classici di sardega,B,0.342,3,0,,W|Vini Classici di Sardegna|Vernaccia|IT|w
42,911017,1974 udaca tinto,A,0.847,4,1519787,udaca — tinto,W|Udaca|Tinto|PT|r
43,2739578,1975 valpolicella masi,C2,0.445,1,0,,W|Masi|Valpolicella|IT|r
44,1800189,1976 chateau rieussec sauternes,A,0.735,5,72160,chateau rieussec — carmes de rieussec sauternes,W|Chateau Rieussec|Sauternes|FR|d
45,2750590,1978 barbaresco michele varaldo,A,0.333,2,21474,michele chiarlo — barbaresco reyna,W|Michele Varaldo|Barbaresco|IT|r
46,2045053,1978 paul jaboulet hermitage la chapelle,A,0.751,5,6016,paul jaboulet aine — hermitage la petite chapelle,W|Paul Jaboulet|Hermitage La Chapelle|FR|r
47,3931916,1980s glenfarclas 10 yo,D,0,0,0,,S|Glenfarclas|10 YO|GB|s
48,3933089,1980s martell 3 star vs,B,0.406,3,0,,S|Martell|3 Star VS|FR|s
49,2870736,1982 joseph phelps insignia napa valley,A,0.585,5,9076,joseph phelps vineyards — insignia,W|Joseph Phelps|Insignia Napa Valley|US|r
50,2882197,1983 domaine de la romanee conti la tache grand cru monopole,B,0.282,6,0,,W|Domaine de la Romanee Conti|La Tache Grand Cru Monopole|FR|r
51,2741758,1985 barolo marchesi di barolo,A,0.500,2,1181842,marchesi di barolo — valletta barolo,W|Marchesi di Barolo|Barolo|IT|r
52,720813,1985 furst lowenstein hallgarten schonhell rheingau rieslingkabinett,A,0.641,4,674048,furst lowenstein — l hallgarten schonhell,W|Furst Lowenstein|Hallgarten Schonhell Rieslingkabinett|DE|w
53,2731308,1985 merlot flli gaspardo,C2,0.167,2,0,,W|Flli Gaspardo|Merlot|IT|r
54,2743508,1985 vino nobile di montepulciano innocenti,C2,0.409,2,0,,W|Innocenti|Vino Nobile di Montepulciano|IT|r
55,2933134,1986 domaine de la romanee conti echezeaux burgundy,B,0.140,5,0,,W|Domaine de la Romanee Conti|Echezeaux Burgundy|FR|r
56,1320904,1986 saintemilion prince gonzalve du puy,A,0.421,3,415364,domaine du prince — lou prince,W|Prince Gonzalve du Puy|Saintemilion|FR|r
57,953024,1988 capitulo branco,A,0.747,4,931301,capitulo 7 — pedro ximenez,W|Capitulo|Branco|PT|w
58,1809573,1990 vouvray reserve personelle chateau gaudrelle,A,0.513,6,262978,cave des producteurs de vouvray — reserve des producteurs vouvray,W|Chateau Gaudrelle|Vouvray Reserve Personelle|FR|w
59,3874496,1992 4,D,0,0,0,,X
60,2746759,1992 chateauneuf du pape la nerthe,A,0.583,3,348100,negociant eleveur chateauneuf du pape — chateuneuf du pape,W|La Nerlhe|Chateauneuf du Pape|FR|r
61,2757476,1992 muscat de rivesaltes domaine mas amiel,B,0.403,6,0,,W|Domaine Mas Amiel|Muscat de Rivesaltes|FR|f
62,2756472,1993 brunello di montalcino fattoria campogiovanni,B,0.396,3,0,,W|Fattoria Campogiovanni|Brunello di Montalcino|IT|r
63,719742,1993 ladoucette pouillyfume sauvignon blanc,A,0.670,3,15814,de ladoucette — pouillyfume,W|Ladoucette|Pouillyfume Sauvignon Blanc|FR|w
64,791063,1993 mayacamas cabernet sauvignon napa valley,A,0.610,6,6871,mayacamas — cabernet sauvignon,W|Mayacamas|Cabernet Sauvignon Napa Valley|US|r
65,699590,1994 hans wirsching riesling spatlese fruchtig,A,0.654,6,216091,hans wirsching — iphofer juliusechterberg riesling spatlese trocken,W|Hans Wirsching|Riesling Spatlese Fruchtig|DE|w
66,2743284,1995 sauternes premier cru chateau suduiraut,A,0.475,5,310160,duc de sauternes — sauternes,W|Chateau Suduiraut|Sauternes Premier Cru|FR|d
67,1683650,1996 louis roederer vintage brut,A,0.820,6,823974,louis roederer — brut champagne vintage,W|Louis Roederer|Vintage Brut|FR|s
68,1703642,1997 drc domaine de la romanee conti romaneeconti grand cru rp95pts,B,0.354,5,0,,W|Domaine de la Romanee Conti|Romaneeconti Grand Cru|FR|r
69,948699,1997 luis pato vinhas velhas tinto,B,0.597,4,0,,W|Luis Pato|Vinhas Velhas Tinto|PT|r
70,269973,1997 numero 1 blanc maison dourthe,A,0.612,4,931757,numero 20 — blanc,W|Maison Dourthe|Numero 1 Blanc|FR|w
71,971095,1997 tba no 6 chardonnay,B,0.165,3,0,,W|??|TBA No 6 Chardonnay|??|w
72,911297,1998 herdade do esporao aragones tinto,A,0.572,3,16603,herdade do peso — aragones alentejo tinto,W|Herdade do Esporao|Aragones Tinto|PT|r
73,311792,1998 montus madiran future arrival,A,0.512,3,21650,chateau montus — madiran,W|Montus|Madiran|FR|r
74,2986752,1999 henri giraud fut de chene 1999,C2,0.479,1,0,,W|Henri Giraud|Fut de Chene|FR|s
75,3698332,2 2,D,0,0,0,,X
76,2392525,2 layer lucky bamboo,D,0,0,0,,X
77,136706,2001 chateau coutet barsac,A,0.735,5,28499,chateau coutet — cuvee madame barsac,W|Chateau Coutet|Barsac|FR|d
78,1347735,2001 la spinetta barbaresco valeirano vursu vigneto,A,0.765,6,1510426,la spinetta — vursu barbaresco valeirano riserva,W|La Spinella|Barbaresco Valeirano Vursu Vigneto|IT|r
79,2539968,2002 chateau giscours 3eme cru classe margaux,A,0.622,7,7510,chateau giscours — chateau giscours grand cru classe,W|Chateau Giscours|3eme Cru Classe Margaux|FR|r
80,2390737,2002 chateau troplong mondot saint emilion grand cru classe,A,0.682,7,52487,chateau troplong mondot — saintemilion grand cru premier grand cru classe,W|Chateau Troplong Mondot|Saint Emilion Grand Cru Classe|FR|r
81,3626901,2004 glaetzer shiraz barossa valley,A,0.565,6,315996,glaetzer — shiraz,W|Glaetzer|Shiraz Barossa Valley|AU|r
82,1464037,2005 frederic magnien latriciereschambertin grand cru,B,0.358,4,0,,W|Frederic Magnien|Latricieres Chambertin Grand Cru|FR|r
83,2982532,2006 egon muller scharzhofberger riesling auslese mosel,A,0.681,5,872422,egon muller scharzhof — scharzhofberger riesling auslese goldkapsel,W|Egon Muller|Scharzhofberger Riesling Auslese Mosel|DE|d
84,1578796,2006 pingus,C2,0.425,1,0,,W|Pingus|??|ES|r
85,1085419,2007 gantenbein pinot noir graubunden,A,0.633,5,79174,daniel marta gantenbein — pinot noir,W|Gantenbein|Pinot Noir Graubunden|CH|r
86,822037,2007 moss wood cabernet sauvignon,A,0.780,5,21728,moss wood — cabernet sauvignon,W|Moss Wood|Cabernet Sauvignon|AU|r
87,407088,2008 dom perignon rose lady gaga edition luminous,A,0.691,5,1399410,dom perignon — lady gaga edition rose champagne,W|Dom Perignon|Rose Lady Gaga Edition Luminous|FR|s
88,755607,2008 perrier jouet belle epoque,B,0.383,5,0,,W|Perrier Jouet|Belle Epoque|FR|s
89,751675,2008 schramsberg brut rose sparkling wine north coast,A,0.618,6,220715,schramsberg — brut sonoma coast,W|Schramsberg|Brut Rose Sparkling Wine|US|s
90,2309162,2009 chateau gruaud larose grand cru,A,0.735,5,18117,chateau gruaud larose — saintjulien grand cru classe,W|Chateau Gruaud Larose|Grand Cru|FR|r
91,1043667,2009 domaine cecile tremblay vosneromanee vieilles vignes future arrival,A,0.667,3,110055,domaine cecile tremblay — vieilles vignes vosneromanee,W|Domaine Cecile Tremblay|Vosne Romanee Vieilles Vignes|FR|r
92,1349312,2009 domaine de montille corton clos de roi grand cru,A,0.858,6,261054,domaine de montille — corton grand cru clos du roi,W|Domaine de Montille|Corton Clos de Roi Grand Cru|FR|r
93,362118,2009 domaine didier dagueneau pouillyfume silex future arrival,A,0.434,3,107020,didier dagueneau louisbenjamin dagueneau — silex,W|Domaine Didier Dagueneau|Pouillyfume Silex|FR|w
94,2933981,2009 fourrier griotteschambertin burgundy,A,0.562,3,40456,domaine fourrier — vieille vigne griotteschambertin grand cru,W|Fourrier|Griotteschambertin Burgundy|FR|r
95,907604,2009 niepoort lbv porto 37,A,0.815,5,1300198,niepoort — fabelhaft porto lbv,W|Niepoort|LBV Porto|PT|f
96,2730504,2009 riesling dobre pole stare pozny zbior mikrosvin mikulov,C2,0.330,2,0,,W|Mikrosvin|Riesling Dobre Pole Stare Pozny Zbior|CZ|w
97,1051992,2009 sine qua non the thrill of stamp collecting california,A,0.736,4,136410,sine qua non — the thrill of stamp collecting,W|Sine Qua Non|The Thrill of Stamp Collecting|US|r
98,6588,2010 12,D,0,0,0,,X
99,821939,2010 charles melton nine popes gsm,B,0.446,5,0,,W|Charles Melton|Nine Popes GSM|AU|r
100,912208,2010 chateau duhartmilon pauillac tinto,A,0.790,5,12553,chateau duhartmilon — moulin de duhart pauillac,W|Chateau Duhartmilon|Pauillac Tinto|FR|r
101,1829168,2010 chateau hosanna pomerol,A,0.855,6,30783,chateau hosanna — pomerol,W|Chateau Hosanna|Pomerol|FR|r
102,2093378,2010 chateau moulin peylabrie canonfronsac,A,0.860,4,72353,chateau moulin peylabrie — chateau moulin canonfronsac,W|Chateau Moulin Peylabrie|Canon Fronsac|FR|r
103,1683960,2010 domaine comte georges de vogue chambollemusigny,A,0.498,6,1079441,georges blanc — domaine de la cote de nety beaujolaisvillages,W|Domaine Comte Georges de Vogue|Chambolle Musigny|FR|r
104,2980825,2010 domaine fourrier chambollemusigny vieille vigne,A,0.863,4,40452,domaine fourrier — vieille vigne chambollemusigny,W|Domaine Fourrier|Chambolle Musigny Vieille Vigne|FR|r
105,2980298,2010 joseph drouhin montrachet grand cru marquis de laguiche,A,0.869,6,112239,joseph drouhin — montrachet grand cru marquis de laguiche,W|Joseph Drouhin|Montrachet Grand Cru Marquis de Laguiche|FR|w
106,3627988,2011 chateau potensac medoc,A,0.755,5,14154,chateau potensac — medoc,W|Chateau Potensac|Medoc|FR|r
107,3625273,2011 domaine tortochot charmeschambertin grand cru,A,0.783,3,340744,domaine tortochot — charmeschambertin grand cru,W|Domaine Tortochot|Charmes Chambertin Grand Cru|FR|r
108,2920885,2012 chateau canon premier grand cru classe b saintemilion grand cru,A,0.848,7,47232,chateau canon — saintemilion grand cru premier grand cru classe,W|Chateau Canon|Premier Grand Cru Classe B Saint Emilion Grand Cru|FR|r
109,1182251,2012 siro pacenti brunello di montalcino pelagrilli,A,0.866,6,275550,siro pacenti — pelagrilli brunello di montalcino,W|Siro Pacenti|Brunello di Montalcino Pelagrilli|IT|r
110,2930824,2013 joseph phelps backus vineyard cabernet,A,0.492,5,1237311,joseph phelps vineyards — freestone vineyards ovation brut,W|Joseph Phelps|Backus Vineyard Cabernet|US|r
111,1179400,2013 littorai hirsch pinot noir sonoma coast,A,0.701,7,29717,littorai — hirsch vineyard pinot noir,W|Littorai|Hirsch Pinot Noir Sonoma Coast|US|r
112,2740555,2013 loupiac chateau du vieux moulin,B,0.433,5,0,,W|Chateau du Vieux Moulin|Loupiac|FR|d
113,915762,2013 quinta da pellada casa tinto,A,0.847,5,73545,quinta da pellada — tinto,W|Quinta da Pellada|Casa Tinto|PT|r
114,1830747,2013 tua rita redigaffi rossoditoscana igt,A,0.665,3,16478,tua rita — redigaffi toscana,W|Tua Rita|Redigaffi Rossoditoscana IGT|IT|r
115,1065738,2013 verite le desir sonoma county,A,0.575,5,5574,verite — le desir,W|Verite|Le Desir Sonoma County|US|r
116,497934,2014 chateau gazin,A,0.813,6,536270,chateau gazin — graves,W|Chateau Gazin|??|FR|r
117,3057951,2014 chateau la mission hautbrion blanc pessacleognan future arrival,A,0.661,5,677740,chateau la mission hautbrion — pessacleognan blanc grand cru classe de graves,W|Chateau La Mission Haut Brion|Blanc Pessac Leognan|FR|w
118,313710,2014 domaine faiveley corton grand cru clos des cortons faiveley future arrival,A,0.635,5,13853,faiveley — corton clos des cortons faiveley grand cru monopole,W|Domaine Faiveley|Corton Grand Cru Clos des Cortons Faiveley|FR|r
119,1171336,2014 domaine francois lamarche grands echezeaux grand cru,A,0.670,6,110902,domaine nicole lamarche francois lamarche — echezeaux grand cru,W|Domaine Francois Lamarche|Grands Echezeaux Grand Cru|FR|r
120,645323,2014 gutturnio vignamorello superiore rosso la tosa 6er paket,A,0.346,2,317956,la tosa — vignamorello gutturnio superiore,W|La Tosa|Gutturnio Vignamorello Superiore Rosso|IT|r
121,1654560,2014 hoffmann rathbone rose reserve england,A,0.567,6,1136565,hoffmann rathbone — pinot noir,W|Hoffmann Rathbone|Rose Reserve England|GB|p
122,3573800,2014 opus one,A,0.967,4,290866,opus one — opus one,W|Opus One|??|US|r
123,2927682,2014 sine qua non piranha waterdance syrah,A,0.713,4,720425,sine qua non — piranha waterdance,W|Sine Qua Non|Piranha Waterdance Syrah|US|r
124,3095583,2015 beringer vineyards private reserve cabernet sauvignon napa valley usa,A,0.713,7,762320,beringer — premiere napa valley cabernet sauvignon,W|Beringer Vineyards|Private Reserve Cabernet Sauvignon Napa Valley|US|r
125,989419,2015 bodegas y vinedos alnardo psi ribera del duero do future arrival,B,0.415,5,0,,W|Bodegas y Vinedos Alnardo|Psi Ribera del Duero DO|ES|r
126,3662537,2015 cg paris chiroubles vieilles vignes,A,0.599,3,729289,christine et gilles paris — vieilles vignes chiroubles,W|CG Paris|Chiroubles Vieilles Vignes|FR|r
127,501125,2015 chateau beychevelle saint julian 4eme cru classe,A,0.567,7,12503,chateau beychevelle — saintjulien grand cru classe,W|Chateau Beychevelle|Saint Julien 4eme Cru Classe|FR|r
128,1060473,2015 chateau dyquem premier cru superieur sauternes,A,0.626,5,1333959,chateau dyquem — sauternes dyquem,W|Chateau D'Yquem|Premier Cru Superieur Sauternes|FR|d
129,1919988,2015 chateau leoville barton 2eme cru classe saintjulien,A,0.751,7,12087,chateau leoville barton — saintjulien grand cru classe,W|Chateau Leoville Barton|2eme Cru Classe Saint Julien|FR|r
130,3626049,2015 dom perignon,A,0.837,4,21557,dom perignon — brut champagne,W|Dom Perignon|??|FR|s
131,630270,2015 domaine armand rousseau ruchotteschambertin grand cru clos des ruchottes,A,0.870,4,22366,domaine armand rousseau — ruchotteschambertin grand cru clos des ruchottes,W|Domaine Armand Rousseau|Ruchottes Chambertin Grand Cru Clos des Ruchottes|FR|r
132,1830221,2015 domaine georges roumier chambolle musigny les cras premier cru,A,0.626,5,28163,domaine g roumier — chambollemusigny 1er cru les cras,W|Domaine Georges Roumier|Chambolle Musigny Les Cras Premier Cru|FR|r
133,2213972,2015 domaine parent corton grand cru les renardes,A,0.855,6,268095,parent — corton grand cru les renardes,W|Domaine Parent|Corton Grand Cru Les Renardes|FR|r
134,3016294,2015 grasso tiziano barolo briccolina future arrival,A,0.641,4,725076,grasso tiziano — briccolina barolo,W|Grasso Tiziano|Barolo Briccolina|IT|r
135,1006048,2015 la spinetta barbaresco gallina vursu future arrival,A,0.629,4,1501134,la spinetta — vursu barbaresco gallina riserva,W|La Spinella|Barbaresco Gallina Vursu|IT|r
136,821980,2015 pol roger cuvee sir winston churchill,A,0.841,6,1664798,pol roger — cuvee sir winston churchill vinotheque brut,W|Pol Roger|Cuvee Sir Winston Churchill|FR|s
137,2792579,2015 pride merlot,A,0.813,5,1370771,peppers pride — merlot,W|Pride|Merlot|US|r
138,1340212,2015 quinta dos murcas vv47,A,0.860,6,795804,quinta dos murcas — vv47,W|Quinta dos Murcas|VV47|PT|r
139,916247,2015 schloss gobelsburg heiligenstein riesling branco,A,0.703,5,306324,schloss gobelsburg — ried heiligenstein 1 otw,W|Schloss Gobelsburg|Heiligenstein Riesling Branco|AT|w
140,3033230,2016 15 gaja sperss barolo 2016,A,0.510,2,14785,gaja — sperss barolo,W|Gaja Sperss|Barolo|IT|r
141,1769412,2016 august kesseler assmannshauser hollenberg spatburgunder trocken,A,0.866,4,368674,august kesseler — assmannshauser hollenberg spatburgunder trocken,W|August Kesseler|Assmannshauser Hollenberg Spatburgunder Trocken|DE|r
142,144003,2016 chateau beychevelle saintjulien bordeaux,A,0.683,5,43612,chateau beychevelle — amiral de beychevelle saintjulien,W|Chateau Beychevelle|Saint Julien Bordeaux|FR|r
143,3198851,2016 chateau cos destournel saintestephe bordeaux france,A,0.462,6,401281,chateau la rose saintestephe — cuvee prestige saintestephe,W|Chateau Cos d'Estournel|Saint Estephe Bordeaux|FR|r
144,762518,2016 chateau de pulignymontrachet chassagnemontrachet,B,0.395,6,0,,W|Chateau de Puligny Montrachet|Chassagne Montrachet|FR|w
145,1042750,2016 chateau des tours cotes du rhone rouge future arrival,A,0.711,5,1558789,chateau des tours — grande reserve cotes du rhone rouge,W|Chateau des Tours|Cotes du Rhone Rouge|FR|r
146,3097806,2016 chateau fontaine semisweet white riesling leelanau peninsula usa,A,0.324,4,235976,silver leaf — leelanau peninsula riesling semisweet,W|Chateau Fontaine|Semisweet White Riesling|US|w
147,3192893,2016 claudio quarta taurasi campania italy,A,0.690,4,1532183,claudio quarta — taurasi,W|Claudio Quarta|Taurasi Campania|IT|r
148,755837,2016 domaine heitzlochardet pommard premier cru les rugiens,A,0.559,3,1117142,chateau de pommard — clos mareymonge les paules pommard,W|Domaine Heitz Lochardet|Pommard Premier Cru Les Rugiens|FR|r
149,1427618,2016 dumol chardonnay isobel russian river valley,A,0.713,5,9758,dumol — russian river valley chardonnay,W|Dumol|Chardonnay Isobel Russian River Valley|US|w
150,2606799,2016 folie de chauvin saintemilion grand cru,A,0.525,6,1280178,vent de folie — rouge,W|Folie de Chauvin|Saint Emilion Grand Cru|FR|r
151,165131,2016 frederic cossard bourgogne bedeau,A,0.458,6,1288976,la cave de bourgogne — aloxecorton,W|Frederic Cossard|Bourgogne Bedeau|FR|r
152,3624134,2016 gaja barolo sperss,A,0.600,5,1129941,gaja — conteisa barolo,W|Gaja|Barolo Sperss|IT|r
153,917132,2016 herdade do freixo sauvignon blanc branco,A,0.576,5,1388806,herdade do freixo — special edition rose,W|Herdade do Freixo|Sauvignon Blanc|PT|w
154,3158616,2016 lodali barolo bricco ambrogio,A,0.780,5,402701,lodali — bricco ambrogio barolo,W|Lodali|Barolo Bricco Ambrogio|IT|r
155,3661581,2016 marchesi di barolo barolo riserva,A,0.780,5,834,marchesi di barolo — barolo riserva,W|Marchesi di Barolo|Barolo Riserva|IT|r
156,917780,2016 quinta nova grainha reserva tinto,A,0.666,3,110794,quinta nova de nossa senhora do carmo — grainha reserva,W|Quinta Nova|Grainha Reserva Tinto|PT|r
157,448500,2016 tierra del itata chile,A,0.595,4,1316939,tierra del condor — torrontes,W|??|Tierra del Itata|CL|r
158,532706,2017 brunello di montalcino docg,C2,0.368,2,0,,W|??|Brunello di Montalcino DOCG|IT|r
159,3011593,2017 chateau la grave pomerol future arrival,B,0.414,5,0,,W|Chateau La Grave|Pomerol|FR|r
160,1907431,2017 chateau lafleurgazin pomerol,A,0.855,6,30363,chateau lafleurgazin — pomerol,W|Chateau Lafleurgazin|Pomerol|FR|r
161,516557,2017 clos marsalette rouge 6 pack,A,0.612,5,12543,clos marsalette — pessacleognan,W|Clos Marsalette|Rouge|FR|r
162,3046792,2017 domaine christian clerget echezeaux grand cru en orveaux future arrival,A,0.656,5,1521503,domaine christian clerget — echezeaux grand cru en orveaux,W|Domaine Christian Clerget|Echezeaux Grand Cru En Orveaux|FR|r
163,2527855,2017 domaine pattes loup vent d ange chablis,A,0.685,5,340065,domaine pattes loup — chablis vent dange,W|Domaine Pattes Loup|Vent d'Ange Chablis|FR|w
164,2529668,2017 don young vines pinot noir,A,0.513,4,1646627,kelley young — pinot noir,W|Don Young Vines|Pinot Noir|??|r
165,350885,2017 elvio cogno barolo ravera,A,0.840,6,11251,elvio cogno — barolo ravera,W|Elvio Cogno|Barolo Ravera|IT|r
166,882461,2017 guiborat de caures a montaigu champagne,A,0.863,6,1403933,guiborat — de caures montaigu champagne,W|Guiborat de Caures|A Montaigu Champagne|FR|s
167,3059658,2017 joseph faiveley meursault premier cru charmes future arrival,A,0.461,4,578220,chateau de meursault — meursault premier cru les charmes dessus,W|Joseph Faiveley|Meursault Premier Cru Charmes|FR|w
168,2960044,2017 julian haart piesporter goldtropfchen riesling mosel,A,0.482,4,18726,reuscher haart — piesporter goldtropfchen riesling spatlese,W|Julian Haart|Piesporter Goldtropfchen Riesling|DE|w
169,970733,2017 la muse magnum,A,0.475,3,1255752,magnum — gran reserva carmenere,X|??|La Muse Magnum|??|??
170,3046586,2017 marie courtin efflorescence extra brut future arrival,C2,0.233,2,0,,W|Marie Courtin|Efflorescence Extra Brut|FR|s
171,764805,2017 olivier leflaive pulignymontrachet les enseigneres,A,0.553,3,1116052,domaine leflaive — leflaive associes pulignymontrachet,W|Olivier Leflaive|Puligny-Montrachet Les Enseigneres|FR|w
172,138352,2017 pierre yves colinmorey puligny montrachet burgundy,A,0.498,6,1106914,pierreyves colinmorey — puligny montrachet,W|Pierre Yves Colin-Morey|Puligny Montrachet Burgundy|FR|w
173,947046,2017 quinta maria izabel bastardo tinto,A,0.863,5,1153179,quinta maria izabel — bastardo tinto,W|Quinta Maria Izabel|Bastardo Tinto|PT|r
174,3056091,2017 realm cellars moonracer napa valley future arrival,A,0.475,2,778639,realm — moonracer,W|Realm Cellars|Moonracer Napa Valley|US|r
175,1545674,2017 riesling trocken grenzganger weingut stein,A,0.347,4,1482686,stein — grenzganger riesling trocken,W|Weingut Stein|Riesling Trocken Grenzganger|DE|w
176,1182503,2017 tesseron pym rae napa valley,B,0.437,6,0,,X|Tesseron|Pym Rae Napa Valley|US|??
177,1995778,2017 thierry pillot meursault 1er cru porusot,A,0.664,5,1158042,thierry pillot — meursault premier cru charmes,W|Thierry Pillot|Meursault 1er Cru Porusot|FR|w
178,3639326,2017 vega sicilia pintia toro do,A,0.618,4,64661,vega sicilia — valbuena 5o reserva,W|Vega Sicilia|Pintia Toro DO|ES|r
179,1757429,2017 weingut friedrich becker kammerberg gg spatburgunder pfalz,A,0.618,4,1408739,friedrich becker — kammerberg zensiert,W|Weingut Friedrich Becker|Kammerberg GG Spatburgunder Pfalz|DE|r
180,2792889,2018 antica terra botanica pinot noir willamette valley,A,0.618,7,871646,botanica — pinot noir,W|Antica Terra|Botanica Pinot Noir Willamette Valley|US|r
181,3092752,2018 bianchi winery signature selection pinot noir paso robles usa,A,0.505,5,1146273,signature reserve — pinot noir,W|Bianchi Winery|Signature Selection Pinot Noir Paso Robles|US|r
182,484799,2018 chateau leoville poyferre,A,0.805,6,37355,chateau leoville poyferre — chateau moulin riche saintjulien,W|Chateau Leoville|Poyferre|FR|r
183,1335620,2018 clos de tart moreysaintdenis premier cru la forge de tart,A,0.674,4,1354258,domaine du clos de tart — moreysaintdenis,W|Clos de Tart|Morey-Saint-Denis Premier Cru La Forge de Tart|FR|r
184,1672952,2018 domaine chandon de briailles savignylesbeaune premier cru les lavieres,A,0.838,6,333712,chandon de briailles — les lavieres savignylesbeaune 1er cru,W|Domaine Chandon de Briailles|Savigny-les-Beaune Premier Cru Les Lavieres|FR|r
185,1205673,2018 domaine de montille corton grand cru le clos du roi,A,0.862,6,261054,domaine de montille — corton grand cru clos du roi,W|Domaine de Montille|Corton Grand Cru Le Clos du Roi|FR|r
186,3201164,2018 domaine herve and anne sigaut nuitssaintgeorges burgundy france,A,0.508,6,1205785,domaine anne et herve sigaut — pommard,W|Domaine Herve and Anne Sigaut|Nuits-Saint-Georges Burgundy|FR|r
