W|gruner veltliner|schieferstein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=5
W|gruner|veltliner probierpaket|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1 lage ried gaisberg|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1 liter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1 otw ried rothenbart|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1 otw ried rothenbart|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 100 brundlmayer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1000eimerberg smaragd hogl josef spitzvieling|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 13|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 1598 bio|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1958|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1967|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1971|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1976|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1977|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1978|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1980|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1982|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1983|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1984|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1985|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1987|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1992|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1997|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|1997|12.5|??|medio|peixes, frutos do mar, saladas|seco|=73
W|gruner|veltliner|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner charming dac reserve 075 liter|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner spitzer graben 075 liter|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner spitzer graben 174 075 liter|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kremser frechau 1lage 075 liter|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner tradition 075 liter|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried dorfberg 51iger|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried moosburgerin 1lage 075 liter|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=83
W|gruner|veltliner heiligenstein dac reserve 075 liter|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner stift altenburg|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=87
W|gruner|veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=87
W|gruner|veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=87
W|gruner|veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=87
W|gruner|veltliner elafonisi 075 liter|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ko hillinger burgenland strig|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner pacher hof|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner private selection 075 liter|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kremser frechau 1lage 075 liter|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinberg 075 liter|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried vordernberg 1lage 075 liter|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=99
W|gruner|veltliner dorfberg|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner dorfberg lehm|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner heiligenstein dac reserve 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kalk granit 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kittmannsberg 1lage 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner lamm 1lage 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner leithaberg dac 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner obere kremser sandgrube reserve 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner private selection 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kremser frechau 1lage 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kremser thurnerberg 1lage 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried vordernberg 1lage 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ursprung 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=121
W|gruner|veltliner 8000 ried laa 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner esterhazy|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner gipfelwein 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner grande reserve 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner grub 1 lage otw 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner holger herbst weinbau|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kammerner renner 1 lage otw 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kronberg 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner maximum 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner optimis terrae kremstal dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried 1000eimerberg smaragd 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried achleiten smaragd 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brandstatt 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1 lage 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain smaragd 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kremser frechau 1lage 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried lamm 1 lage otw 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried rosenberg alte reben 075 liter|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner ried schenkenbichl 1lage otw 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried spiegel 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stiegl 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried vordernberg 1lage 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner schieflage 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner stockkultur ried achleiten smaragd 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner strasserhof valle isarco doc alto adige|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner wachstum bodenstein smaragd 075 liter|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=156
W|gruner|veltliner bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte rebe dac reserve 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner cantina valle isarco doc alto adige|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner dac kamptal domane gobelsburg 075|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner der wein vom stein 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner durnsteiner 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner durnsteiner schutt 1|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner grabenwerk 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner jg federspiel 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kaiserberg smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner premier wines selection|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried axpoint smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brandstatt 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried brandstatt smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gottschelle 1otw erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried grub 1lage 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kaferberg 1lage 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchweg smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kla liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried klostersatz 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried klostersatz federspiel 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried lamm 1lage 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried loibenberg 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried renner 1lage 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried schon 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried schon alte parzellen smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried schon federspiel 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried singerriedel 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinporz 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinsetz 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried thal 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried vordernberg 1lage 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wunderburg privatfullung smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner schon smaragd 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner tradition 075 liter|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner veltlinske zelene|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner wachauwerk 075 liter|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=205
W|gruner|veltliner bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=219
W|gruner|veltliner 12|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 3490 ft ft|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 95 tage 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner brandstatt smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner breiteln breitenfelder bile vino suche|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner cantina valle isarco doc alto adige|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner dorfberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner dorfberg schotter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner durnsteiner 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner franz friends weingut turk kremstal 125|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner grabenwerk 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kalmucke 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kremser weinberge 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner langenlois ortswein 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loss 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner messwein 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner obere kremser sandgrube 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
