1. W|casali maniago|sauvignon|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
29. W|casalina di siziano grillo sicilia|doc trocken 6 x 0|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
30. W|casalina di siziano|nero d avola doc trocken 1|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
31. W|casalina di siziano|nero d avola doc trocken 6 x 1|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
32. W|casalina di siziano|nero d avola rosato trocken 6 x 0|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
33. W|casalina di siziano|nero d avola trocken bib|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
34. W|casalina di siziano|nero davola doc trocken 6 x 0|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
35. W|casalina di siziano|primitivo igp trocken 1|pt|r|primitivo|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
36. W|casalina di siziano|primitivo igp trocken 6 x 0|pt|r|primitivo|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
37. W|casalina di siziano|primitivo igp trocken 6 x 1|pt|r|primitivo|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
38. W|casalina di siziano|rosato trocken 5 bib|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
39. W|casalina di siziano|trebbiano rubicone trocken 6 x 0|pt|w|trebbiano|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
40. W|casalina|primitivo puglia red|pt|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
41. W|casalina valdobbiadene|prosecco docg dry paradiso|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
42. W|casalina valdobbiadene|prosecco docg extra dry sirocol|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
43. W|casalina valdobbiadene|prosecco docg rive di santo stefano|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
44. W|casalina vino spumante|moscato rosato extra brut|pt|p|moscato|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
45. W|casalinga beetroot pesto|160g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
46. W|casalinga calabrian chilli peppers|310g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
47. W|casalinga|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
48. W|casalinga|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
49. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
50. W|casalinghi in|rame|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
51. W|casalingo|bresaola|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
52. W|casalingo coppa ham capocollo|mild|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
53. W|casalingo corned|beef|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
54. W|casalingo heritage|ham|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
55. W|casalingo italian hot chipolata|500g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
56. W|casalingo italian pork fennel mild sausage|500g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
57. W|casalingo italian pork hot sausage|500g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
58. W|casalingo kransky 240g smoked pork sausage|frozen|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
59. W|casalingo new york|pastrami|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
60. W|casalingo pancetta round|mild|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
61. W|casalingo pepperoni for|pizza|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
62. W|casalingo prosciutto|skinless|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
63. W|casalingo smoked|prosciutto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
64. W|casalingo traditional|mortadella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
65. W|casalinho|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
66. W|casalinho|doc douro tinto juta|pt|r|??|douro|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
67. W|casalinho grande escolha verde|branco 2017|pt|w|??|??|??|2017|12.5|??|leve|frutos do mar, peixes, saladas|seco
68. W|casalini castellon|prosecco doc|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
69. W|casalini chianti superiore|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
70. W|casalini chianti superiore|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=69
71. W|casalini|montepulciano|pt|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
72. W|casalini montepulciano|dabruzzo|pt|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
73. W|casalini|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
74. W|casalini|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=73
75. W|casalini|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=73
76. W|casalini|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=73
77. W|casalini|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=73
78. W|casalini|prosecco doc frizzante|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
79. W|casalini|prosecco treviso brut case only|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
80. W|casalini rovede|prosecco valdobbiadene docg brut|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
81. W|casalini rovede|prosecco valdobbiadene docg brut|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut|=80
82. W|casalino brunello di|mont|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
83. W|casalino chianti|classico dogc 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
84. W|casalino chianti|classico ris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
85. W|casalino vin santo del chianti|doc bonacchi|pt|f|??|??|??|NV|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
86. W|casalj|rapitala|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
87. W|casallaia chianti|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
88. W|casallaia|governo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
89. W|casallaia|rosso toscana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
90. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
91. W|casaloste|18 don vincenzo 6pk 2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
92. W|casaloste chianti|classico|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
93. W|casaloste chianti|classico|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=92
94. W|casaloste chianti|classico 2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
95. W|casaloste chianti|classico 2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=94
96. W|casaloste chianti|classico 2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
97. W|casaloste chianti|classico docg 2018 0|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
98. W|casaloste chianti|classico docg 2019|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
99. W|casaloste chianti|classico docg 2021|pt|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
100. W|casaloste chianti|classico docg tuscany italy 2019 case|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
101. W|casaloste chianti|classico gran selezione 2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
102. W|casaloste chianti|classico gran selezione 2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
103. W|casaloste chianti|classico gran selezione 2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=102
104. W|casaloste chianti|classico gran selezione 2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
105. W|casaloste chianti|classico italian red wine|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
106. W|casaloste chianti|classico riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
107. W|casaloste chianti|classico riserva 2018|pt|r|??|??|??|2018|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
108. W|casaloste chianti|classico riserva docg 2017 0|pt|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
109. W|casaloste chianti|classico riserva docg 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
110. W|casaloste|don vincenzo 2016 chianti bio|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
111. W|casaloste|gran selezione chianti classico docg italy 2017 case|pt|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
112. W|casaloste|gran selezione chianti classico docg italy 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
113. W|casaloste|gran selezione chianti classico docg italy 2018 case|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
114. W|casaloste inversus|igt 2018|pt|r|??|??|??|2018|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
115. W|casaloste inversus|igt 2018|pt|r|??|??|??|2018|13.5|igt|medio|carne vermelha, massas, queijos curados|seco|=114
116. W|casaloste inversus|rosso di toscana igt tuscany italy 2018 case|pt|r|??|toscana|??|2018|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
117. W|casaloste inversus|toscana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
118. W|casaloste inversus|toscana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=117
119. W|casalotta|brut gleraveneto nv|pt|s|??|veneto|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
120. W|casalotta|brut spumante glera|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
121. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
122. W|casalotto acquavite di|vino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
123. W|casalotto in cofanetto di legno|1992|pt|r|??|??|??|1992|13.5|??|medio|carne vermelha, massas, queijos curados|seco
124. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
125. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
126. W|casals mediterranean rojo|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
127. W|casals mediterranean rojo|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=126
128. W|casals mediterranean|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
129. W|casals mediterranean|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=128
130. W|casals mediterranean|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=128
131. W|casals mediterranean|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=128
132. W|casals mediterranean vermouth|rojo|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
133. W|casals mediterranean vermouth|rojo|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=132
134. W|casals mediterranean vermouth rojo|spain|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
135. W|casals rojo|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
136. W|casals rojo|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=135
137. W|casals|vermouth|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
138. W|casals vermouth|espanol|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
139. W|casals vermouth mediterraneo|rojo|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
140. W|casals vermouth rojo|mediterranean|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
141. W|casals vermouth rojo|mediterranean|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=140
142. W|casals vermouth|torres|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
143. W|casalvecchio|igt toscana 20045|pt|r|??|toscana|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
144. W|casalvegri|classico superiore 2021 ca la bionda valpolicella doc 075ltr|pt|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
145. W|casalvegri valpolicella|classico superiore 2013 0|pt|r|??|??|??|2013|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
146. W|casalvegri valpolicella|classico superiore 2021 0|pt|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
147. W|casalvegri valpolicella|classico superiore 2022 0|pt|r|??|??|??|2022|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
148. W|casalvento chianti|classico 2013|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
149. W|casamara alta|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
150. W|casamara alta negroni|bottle case|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
151. W|casamara|club|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
152. W|casamara club alta|12oz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
153. W|casamara club alta|4pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
154. W|casamara club alta|classic aperitivo 12oz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
155. W|casamara club alta the aperitivo in a can 4pack|cans|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
156. W|casamara club como|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
157. W|casamara club fora|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
158. W|casamara club fora strawberry blossom|12oz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
159. W|casamara club isla|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
160. W|casamara club non alcoholic|como|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
161. W|casamara club|onda|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
162. W|casamara club onda|4pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
163. W|casamara club onda 4pack|cans|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
164. W|casamara club sera|12oz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
165. W|casamara club sera|4pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
166. W|casamara club sera 4pack|cans|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
167. W|casamara club sera apero spritz|12oz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
168. W|casamara club super clasico nonalcoholic|aperitivo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
169. W|casamara club super clasico nonalcoholic aperitivo 4pack|cans|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
170. W|casamara club superclasico|aperitivo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
171. W|casamara club superclasico nonalcoholic aperitivo 8oz|can|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
172. W|casamara club superclasico nonalcoholic aperitivo 8oz|can|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=171
173. W|casamara club superclassico apertivo|4pk|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
174. W|casamara isla mellow|ginger|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
175. W|casamara onda|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
176. W|casamara sera|4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
177. W|casamara superclasico aperitivo nonalcoholic cocktail 8oz|can|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
178. W|casamatta|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
179. W|casamatta|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=178
180. W|casamatta|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=178
181. W|casamatta bianco|2023 bibi graetz|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
182. W|casamatta bianco bibi|graetz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
183. W|casamatta bianco bibi graetz tuscany|ita|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
184. W|casamatta bianco|igt bibi graetz|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
185. W|casamatta bianco toscana|igt|pt|r|??|toscana|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
186. W|casamatta bianco toscana|igt 2023 bibi graetz|pt|r|??|toscana|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
187. W|casamatta bianco toscana|igt 2024 bibi graetz|pt|r|??|toscana|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
188. W|casamatta bibi graetz|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
189. W|casamatta|igt bianco 2022|pt|r|??|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
190. W|casamatta|igt bianco 2023|pt|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
191. W|casamatta|igt bianco 2024|pt|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
192. W|casamatta|igt rouge 2020|pt|r|??|??|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
193. W|casamatta|igt rouge 2022|pt|r|??|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
194. W|casamatta|igt rouge 2023|pt|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
195. W|casamatta|rosato|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
196. W|casamatta|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
197. W|casamatta|rosso 2019 bibi graetz|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
198. W|casamatta|rosso 2022 bibi graetz|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
199. W|casamatta|rosso bibi graetz|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
200. W|casamatta|rosso bibi graetz 2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
201. W|casamatta|rosso rosso toscana igt 2022|pt|r|??|toscana|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
202. W|casamatta|rosso toscana igt 2022 bibi graetz|pt|r|??|toscana|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
203. W|casamatta|rosso toscana igt 2023 bibi graetz|pt|r|??|toscana|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
204. W|casamatta|toscana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
205. W|casamatta toscana bianco|igt 2023 bibi graetz|pt|r|??|toscana|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
206. W|casamatta toscana bianco|igt 2023 bibi graetz|pt|r|??|toscana|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco|=205
207. W|casamatta toscana|rosso igt 2021 bibi graetz|pt|r|??|toscana|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
208. W|casamatta toscana|rosso igt 2021 bibi graetz|pt|r|??|toscana|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco|=207
209. W|casamatta toscano bianco|igt 2023 bibi graetz|pt|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
210. W|casamatta toscano|rosso igt 2021 bibi graetz|pt|r|??|??|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
211. W|casamejicu|arcones|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
212. W|casamia bianco|2022 podere sassi|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
213. W|casamia bianco|2022 podere sassi|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=212
214. W|casamia bianco skincontact|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
215. W|casamia|rosso 2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
216. W|casamia|rosso 2022 podere sassi|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
217. W|casamia|rosso 2022 podere sassi|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=216
218. W|casamigas jalapeno|exclusivo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
219. W|casamigo|resposado|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
